id,text,category_tag,target_difficulty,support_response_reference
case_598525_598524,I'm running windows 7 and I'm not sure what the version is but in the update folder of the local appdata it says 1.0.69.323 https://t.co/c9O5W1vqkg,crash_technical,normal,Thanks for the info. Can you try another reinstallation with the exact steps here: https://t.co/PDA2aKzC6Q? Let us know how it goes /PB
case_2916528_2916527,"why is it so hard to add my daughter to our family account? We keep getting a nondescript error. Been going on for months, and she resorted to using her own account. Assistance please",crash_technical,normal,"Hey there! We'll help out. Can you DM us your account's email address, as well as your daughter's? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt"
case_110108_110107,about once a week my spotify deletes all downloaded music. Is this a known bug or something I'm doing wrong? It's obviously very frustrating...,crash_technical,normal,"Hey there, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JI"
case_539183_539182,did someone break something? im unable to listen to my music on pc or my phone i get error 3 + 4 and nothing is happeneing,crash_technical,normal,"Hey there! We'll help out, don't worry. Can you let us know the specific devices you're using and their operating systems? If you could also tell us the Spotify versions you're running on them, that'll be super helpful. We'll see what we can suggest. /GN"
case_110123_110122,If I have @user can I then update it when I become a student next year so that I pay the student rate?,crash_technical,normal,Hey Naomi! Can you send us your account's email address via DM? We'll check things out /CX https://t.co/ldFdZRiNAt
case_106351_106350,"my wife is trying to accept my new Spotify Family plan and she's getting the error ""undefined - Oops something went wrong, please try again."" Please advise.",crash_technical,normal,Hey there! Help's here. Can you DM us both your email addresses or usernames? We'll take a look backstage /PB https://t.co/ldFdZRiNAt
case_2972073_2972074,"I’m trying to connect my student premium account to my Hulu, and I keep getting this same error message. Super frustrating since Hulu access is one of the big reasons I subscribed. Help?? https://t.co/mUb1xjXpaf",crash_technical,normal,"Thanks! If possible, can you to head to a desktop > use incognito window > log in to https://t.co/JngmWaWjDG > 'Go To Hulu' > and follow the steps to link your account? Let us know how it goes /RB"
case_166665_166664,Wtf kind of error message is this @user calm down. https://t.co/ar3X8nLCLv,crash_technical,normal,Hey Shane! That's not cool. Can you tell us what actions caused the error? Could you also try a clean reinstall to see if it makes a difference? Just follow the steps at https://t.co/EqisDMwZAT. Keep us posted /NH
case_2815936_2815935,"pls stop recommending me country music, Niall's album is folk-pop, there's a difference. 😭",playlist_library,normal,"Hey there, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /NQ"
case_564510_564509,"weird issue, I added a song to my saved songs playlist on my tablet but it doesn't appear on my phone? I found it on the release radar playlist, and I can see the song in the playlist on my tablet, but not my phone. Song is Fly Away - DJ Pauly Peach Remix. https://t.co/JIqoBO7UIN",playlist_library,normal,Hey there! Could you tell us what device/OS you're using? Keep us posted /DF
case_677075_677074,when are you going to release @user new album!!!,playlist_library,normal,"Hey Layne. We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /LO"
case_660580_660579,"Hey there @user // @user ! Can someone be sure to add P.O.V by dvsn to the next ""Are & Be"" playlist please? I think it will fit the vibe y'all are looking for just as well as ""Mood"" does. Thanks!",playlist_library,normal,"Hey! Thanks for the feedback. Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NQ"
case_622885_683951,"It’s only when I try and play Come and Get Your Love by Redbone, the album artwork is Gloria G...and so is the song 🤷🏼‍♀️",playlist_library,normal,"Got it. Could you send us the Song Links? Just tap the three dots > Share > Copy Link. Also, what device, operating system, and Spotify version is this happening on? /AY"
case_1950473_1950471,Is it possible to play music ONLY from my library of local file songs I brought on the Google Home? I really want to know this before I sign up for a Spotify account,playlist_library,normal,"Hi Nova! Can you let us know the device you're using, its operating system, and Spotify version? We'll see what we can suggest /NY"
case_2872010_2872009,I wanna be a @user playlist creator. Hire me. Plz,playlist_library,normal,"Hey there! For any job openings, you can check here: https://t.co/c1Z94oBFOl, or contact the folks at @7997 😁 /NS"
case_2816732_2816731,"Would love 2 hear #Worship Bridgette Hammers #BreakingFree added @user #Playlist ""Top Christian"" https://t.co/vtbLBLGmxF @user https://t.co/OcpIonFKJJ",playlist_library,normal,"Hey there! Thanks for the feedback. Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NQ"
case_74910_74909,Hai @user kenapa album 'Jalan Terus' dari @user tidak ada ya? Dari 'Pejantan Tangguh' langsung ke '507' https://t.co/lgqkDRWnoq,playlist_library,normal,"Hey Aulia! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /PK"
case_2877431_2877430,.@user @user @user there needs to be an option to Mark artists that show up in your current radio station or playlist to remind you to check out more of their music later,playlist_library,normal,"Hey, nice idea! It's definitely something for the team to consider, and we'll make sure it reaches them. Let us know if there's anything else 🙂 /AY"
case_2908629_2908639,"I tried both of those things and nothing works. Restarted phone, logged out/back in, deleted/reinstalled app, reconnected to the WiFi and nothing fixed it. This also seems to be a problem multiple users are having",playlist_library,normal,"We understand. We had a little hiccup backstage, but it should be working now. We're here if you need us /JS"
case_1593808_1593807,"playing like 4 the same artist, from a playlist where I have probably 1000 songs and 100+ artists",playlist_library,normal,Hi there! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT /NQ
case_2946138_2946136,"any closer to resolving the issue/suggestion regarding the ‘running’ feature? The playlist is the same all the time. There’s definitely a demand for it. Once a week, refreshing the tracks would be great.",playlist_library,normal,"Hey Mick! We don't have any info on this right now, but you can vote for the official idea here: https://t.co/EnUsozcy9Q. We'll also pass your feedback on to the right folks. Let us know if you have any other questions 🙂 /NH"
case_658161_658160,"Dear @user when I make a playlist (even one with just 5 songs on it) I want to hear the songs on that playlist, not ""suggested songs.""",playlist_library,normal,Hey Jen! Can you send us a DM with your account's email address or username? We'll check backstage and see what we can suggest /AR https://t.co/ldFdZRiNAt
case_2894032_2894030,"Hello! The new Sect album, No Cure for Death, is not showing up on the band's Spotify page. What can I do to help resolve this?",playlist_library,normal,Hi there. Can you send us a link to the Artist and Album page? Just tap the three dots > Share > Copy Link. We'll take a look backstage /LM
case_645117_645116,"Hey can you get David Cassidy's eponymous 1990 album on Spotify? It's the only one that isn't there, I think.",playlist_library,normal,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TR"
case_573743_573742,can you help. All of a suddden. Having all sorts of problems accessing my premium account. Music disappeared. Can't access premium. Can't reset password. Saying token invalid? Please can you resolve?,playlist_library,normal,"Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt"
case_133935_133934,loving the Time Capsule playlist! Thanks! Assuming it’s a new feature #80sbaby,playlist_library,normal,Hi Steve! We're glad you liked it. Thanks for the feedback. It's music to our ears 🎶 /DR
case_2872002_2872001,where’s the REPUTATION ALBUM????? LMK @user,playlist_library,normal,"Hey Jay! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c /NS"
case_525050_525049,if you save an album you should have the option of the individual songs not to add to your library.,playlist_library,normal,"Hey Paul, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. If you need anything else, just give us a shout 🙂 /KC"
case_44420_44418,"where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",playlist_library,normal,"Hey Lucas! Just to check, what country is your Spotify account set to? /MT"
case_93870_93869,"All of my @user downloads disappeared overnight, from both authorized devices. The Spotify support page on this subject suggests a few possibilities, none apply to me. That is a huge user experience problem.",playlist_library,normal,"Hi Derek! Can you let us know your device, operating system, and Spotify version? We'll take a look under the hood /XF"
case_124142_124141,just updated the app and it deleted more then half of my music. i’m pissed,playlist_library,normal,Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB https://t.co/ldFdZRiNAt
case_126893_126891,"how am I supposed to download/save new albums on my account if my library is full? This is a big issue for me, having premium",playlist_library,normal,"Hey there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /AR"
case_165028_165030,Very nice! I am more into calm (yoga like) music. And I would love if you could make a playlist for me!,playlist_library,normal,Got it. Here's a little something we've whipped up just for you: https://t.co/1jXg3i088w. Hope you'll like it 🎁 /LP
case_677106_677105,"Unable to log in, unable to reset password and unable to contact anybody. Pls get back to me asap or i will cancel account",standard_billing,normal,"Hey there! Help's here. Can you DM us your account's username or email address, along with a screenshot of the error message you're getting? We'll check things backstage /MU https://t.co/ldFdZRiNAt"
case_95817_95816,have been charged twice $9.99 for a personal account when I want a family account for $14.99. Can you fix this...acct Cervelott,standard_billing,normal,Hi David! We've just sent a DM your way. Let's carry on chatting there /AU
case_128193_128192,y’all charging me for an account I don’t have I want a refund now,standard_billing,normal,Hey there! Can you DM us a screenshot of your bank statement showing the Spotify charge? Just make sure it doesn't show your private payment info /RB https://t.co/ldFdZRiNAt
case_468369_468368,"i has been processed for subscription spotify student but i cancel before finished the transaction,and my debit has been paymented for that. Can i refund for my money?",standard_billing,normal,"Hey Wandi, help's here! Can you DM us your account's username or email address? We'll take a look backstage /LS https://t.co/ldFdZRiNAt"
case_689534_689533,have received an email welcoming me to spotify - but i haven't signed up to anything. please contact me to cancel,standard_billing,normal,Hey there! That doesn't sound good. Can you DM us the email including the name of the sender? We'll take a look backstage /PB https://t.co/ldFdZRiNAt
case_2861290_2861289,I tried to deactivate my @user account more than once and only today did it I hope cancel because I have lost $50 on an app I DONT EVEN USE!!!,standard_billing,normal,Hey there! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt
case_64367_64366,why have you charged me £14.99 on the 18th of November as I upgraded my subscription and @user why have you then charged me £9.99 on the 26th of November for a standard premium spotify account. @user SORT OUT A REFUND ASAP!!!!,standard_billing,normal,Hey Imran. Can you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt
case_1684208_1684207,I’m trying to cancel my premium acct. but says invalid user but I’m logged in app via FB. When i try to login to cancel via fb it says i don’t have an account. But y’all billing me!,standard_billing,normal,Hi Brian. Can you DM us your account's email address? We'll take a look backstage /LM
case_502679_502678,why am i being charged twice. One payment of 9.99 and one of 4.99 (as im a student),standard_billing,normal,"Hey Toby, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt"
case_2844617_2844616,"How do I cancel my subscription from a closed facebook that is now permanently deleted and I don't have access to the spotify? It is still withdrawing money from my credit card, my bank can't stop the payment.",standard_billing,normal,"Hey there! No worries, we can help. Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt"
case_620402_620401,I just went to pay for premium using PayPal and the page bugged out. Don't wanna attempt again in case I get charged twice. Any help?,standard_billing,normal,"Hey Yazmin, we're here to help! Could you DM us your account's username and email address? We'll take a look backstage for you /BX https://t.co/ldFdZRiNAt"
case_453440_453439,why have you charged me £14.99 for something I don’t even have or signed up too? I would like my money back! https://t.co/OsZNKyZd8z,standard_billing,normal,Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt
case_17178_17176,Dammit! @user just RickRolled us! I may have to cancel my subscription for that…,standard_billing,normal,Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS
case_688050_688049,u offered me 3 months premium for price of 1 month but charged me monthly price so I either want the offer or cancel my subscription,standard_billing,normal,"Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt"
case_554118_554117,"Hey, I'm currently buying premium per month, but want the yearly subscription offer you're doing. Do I need to cancel my subscription then resubscribe to do this?",standard_billing,normal,"1: Hey Nicola! If you're subscribed to Premium through our website, and using a recurring payment method such as a debit/credit card, you just need to cancel it at https://t.co/NVUb1YzkVr. Afterwards, just head to https://t.co/dMXQKcSwQz to sign up for the annual..."
case_571368_571367,Subscriber since 2012. I was just on chat system regarding reference 4295899920 relating to unauthorized access to my account. 2nd time in 1 week. Was disconnected from chat and now cannot finish the migration of all my content from old to new account.,standard_billing,normal,"Hey Eric! Don't worry, we'll get this sorted out. Can you DM us your account's email address? /FD https://t.co/ldFdZRiNAt"
case_523588_523589,"Yes. It was one of the involuntary ones that you have the option of cancelling, but I didn’t cancel it.",standard_billing,normal,That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /KB
case_1190768_1190767,Why have I been charged twice in the same month?? @user,standard_billing,normal,"Hi Martin! Don't worry, we'll sort this out. Could you send us a DM with your account's email address and username? We'll check behind the scenes /NJ https://t.co/ldFdZRiNAt"
case_2964672_2964671,...warning that gift cards make you ineligible for promos. Will applying this giftcard to my account cancel my 99cent deal? @user,standard_billing,normal,"Hi Matt! If you're able to sign up for the 3 months for $0.99 cents deal, you should be able to redeem your gift card right after. If you're having trouble doing that, DM us your account's email address and we'll take a closer look backstage 🙂 /RR https://t.co/ldFdZRiNAt"
case_2466891_2466890,"ok now I'm on premium but I got charged twice because I tried to subscribe again, not knowing I was supposed to wait for an email to complete the process. I need a refund",standard_billing,normal,Hi Montel! Help's here. Can you DM us your account's email address? We'll take a look backstage /DD https://t.co/ldFdZRiNAt
case_2735926_2735925,"I didn't realize that I was paying monthly for Spotify Premium as I thought I was a member of a family premium plan, but turns out I was paying for my own Premium for no reason for a year now and I just realized today. Is there anything I can do to get a refund?",standard_billing,normal,Hey there! We've just sent a DM your way. Let's carry on chatting there /AK
case_563479_563478,it is disappointing that you are not supporting Samsung tvs before 2015. I’m considering to cancel the subscription just because of it.,standard_billing,normal,"We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /DF"
case_124849_124847,"Hi! I would like to cancel my premium account but just found out that I got charged today. If I cancel the premium service now, will I still be able to use it for a month since it’s already paid? Please advise thank you!",standard_billing,normal,"Hi Mitzki, help's here! If you cancel your subscription, your Premium features will remain for the rest of the Premium time. Hope this helps 🙂 /JQ"
case_102221_102220,I can’t cancel my subscription it won’t let me log in with using my username or email. Please help me.,standard_billing,normal,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt"
case_466072_466071,hi just upgraded to premium family accidentally clicked upgrade twice worried I will be charged twice,standard_billing,normal,Hey Nancy! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
case_2859022_2859023,"No, only Spotify app.",general_support,normal,"Thanks for the heads up. Our tech folks are investigating this as we speak, we'll keep everyone updated. Give us a shout if you have any other questions /ZO"
case_649937_649936,I️ was charged 9.99 for Spotify when I️ have the student account. How can I️ get this worked out?,general_support,normal,Sorry to hear that. Can you shoot us a DM with your account's username and email address? We'll check things out backstage /DI https://t.co/ldFdZRiNAt
case_492394_492393,Hi can I have help ASAP !!!,general_support,normal,Hi! We've just sent you a DM. Let's carry on there /JE
case_141193_141191,spotify keeps crashing for me om g,general_support,normal,Hey Lauren! What's happening exactly? We'd love to help /JN
case_564524_564522,Is there a way to get @user to work behind a corp proxy with blocks WebSockets? The http=1 URL param no longer works after the web player change.,general_support,normal,"Hey, help's here! Can you let us know more about what's happening? We'll be waiting for your reply /MG"
case_2912536_2912535,Spotify is having a mare tonight 😤,general_support,normal,"Hi there, thanks for bearing with us. Spotify should be working perfectly again! /GN"
case_2920658_2920660,yea we back up this bih i almost pulled up to yall with a draco,general_support,normal,Awesome! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /GS
case_700452_700451,"Hey spotify. I have a problem, I want my money back",general_support,normal,We've just sent a DM your way. Let's carry on chatting there 🙂 /CG
case_466114_466112,"when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",general_support,normal,That doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /DD
case_126890_126889,HAS SUCH GOOD CUSTOMER SERVICE WOW THAT WAS SO PERSONAL I REALLY APPRECIATED THAT #thankful,general_support,normal,"Hey there, thanks for the feedback! It's music to our ears 🎶 /AK"
case_567992_567990,"Hey @user, I got this message. Uninstalled, re-downloaded and re-installed and it happened it again. https://t.co/RBRdDUf2qf",general_support,normal,Hey there! The cavalry's here. Does restarting your PC make any difference? Can you let us know the Windows and Spotify version you're using? We'll see what we can suggest /KB
case_2809051_2809049,"Hi, I have trouble resetting my password. This message always occurs after I click send. Thanks! https://t.co/WsgB1bn37y",general_support,normal,"Hey, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt"
case_44336_659582,For only 9php or 129php?,general_support,normal,Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt
case_113844_113843,"Black Friday for ""Family"", why not? Brazil needs this! :D",general_support,normal,"Hey there, we hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /MX"
case_2826945_2826943,Get ramz barking on @user,general_support,normal,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa. Let us know if you need anything else /NY"
case_639928_639926,you should let users put their playlists into different folders... that’d be innovative,general_support,normal,"Hey there, help's here! You can create a folder by following the steps in the image below. Let us know how this goes /CG https://t.co/KwrBhp1Jh6"
case_515447_515446,Those need to be distinct. How can I just turn off the Spotify algorithm? Spotify doesn’t have the songs so I have to use local files,general_support,normal,"We're afraid that's currently not possible, but we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P /PL"
case_116577_116576,Still waiting for the day when @user announce they've launched in Namibia...😣,general_support,normal,We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /DF
case_479856_479855,"Hey @user family account , added member - gets mail, activated. Shows as added in dashboard but when they sign in it's still a free account. Reinstalled and tried mob/Mac. No luck. Can you help?",general_support,normal,Hey Alisdair! Can you DM us the account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt
case_633994_633993,I was overcharged again,general_support,normal,Hi Zachary! We're here to help. Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt
