id,text,intent,expected_decision,difficulty,notes
case_133935_133934,loving the Time Capsule playlist! Thanks! Assuming it’s a new feature #80sbaby,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_2872002_2872001,where’s the REPUTATION ALBUM????? LMK @user,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_525050_525049,if you save an album you should have the option of the individual songs not to add to your library.,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_44420_44418,"where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_93870_93869,"All of my @user downloads disappeared overnight, from both authorized devices. The Spotify support page on this subject suggests a few possibilities, none apply to me. That is a huge user experience problem.",audio_playback_issue,auto_handle,normal,Audio playback bug: standard audio buffer/offline mode troubleshooting.
case_124142_124141,just updated the app and it deleted more then half of my music. i’m pissed,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_126893_126891,"how am I supposed to download/save new albums on my account if my library is full? This is a big issue for me, having premium",library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_165028_165030,Very nice! I am more into calm (yoga like) music. And I would love if you could make a playlist for me!,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_677106_677105,"Unable to log in, unable to reset password and unable to contact anybody. Pls get back to me asap or i will cancel account",account_access_security,escalate,normal,Credential access issue: password reset / login failure.
case_95817_95816,have been charged twice $9.99 for a personal account when I want a family account for $14.99. Can you fix this...acct Cervelott,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent. (Explicitly requested human assistance).
case_128193_128192,y’all charging me for an account I don’t have I want a refund now,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_468369_468368,"i has been processed for subscription spotify student but i cancel before finished the transaction,and my debit has been paymented for that. Can i refund for my money?",cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_689534_689533,have received an email welcoming me to spotify - but i haven't signed up to anything. please contact me to cancel,other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_2861290_2861289,I tried to deactivate my @user account more than once and only today did it I hope cancel because I have lost $50 on an app I DONT EVEN USE!!!,other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_64367_64366,why have you charged me £14.99 on the 18th of November as I upgraded my subscription and @user why have you then charged me £9.99 on the 26th of November for a standard premium spotify account. @user SORT OUT A REFUND ASAP!!!!,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_1684208_1684207,I’m trying to cancel my premium acct. but says invalid user but I’m logged in app via FB. When i try to login to cancel via fb it says i don’t have an account. But y’all billing me!,other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_502679_502678,why am i being charged twice. One payment of 9.99 and one of 4.99 (as im a student),billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_2844617_2844616,"How do I cancel my subscription from a closed facebook that is now permanently deleted and I don't have access to the spotify? It is still withdrawing money from my credit card, my bank can't stop the payment.",cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_620402_620401,I just went to pay for premium using PayPal and the page bugged out. Don't wanna attempt again in case I get charged twice. Any help?,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_453440_453439,why have you charged me £14.99 for something I don’t even have or signed up too? I would like my money back! https://t.co/OsZNKyZd8z,other_support,escalate,ambiguous,Vague / under-specified query: impossible to safely automate without clarification.
case_17178_17176,Dammit! @user just RickRolled us! I may have to cancel my subscription for that…,cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_688050_688049,u offered me 3 months premium for price of 1 month but charged me monthly price so I either want the offer or cancel my subscription,cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_554118_554117,"Hey, I'm currently buying premium per month, but want the yearly subscription offer you're doing. Do I need to cancel my subscription then resubscribe to do this?",cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_571368_571367,Subscriber since 2012. I was just on chat system regarding reference 4295899920 relating to unauthorized access to my account. 2nd time in 1 week. Was disconnected from chat and now cannot finish the migration of all my content from old to new account.,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_523588_523589,"Yes. It was one of the involuntary ones that you have the option of cancelling, but I didn’t cancel it.",other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_1190768_1190767,Why have I been charged twice in the same month?? @user,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_2964672_2964671,...warning that gift cards make you ineligible for promos. Will applying this giftcard to my account cancel my 99cent deal? @user,other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_2466891_2466890,"ok now I'm on premium but I got charged twice because I tried to subscribe again, not knowing I was supposed to wait for an email to complete the process. I need a refund",billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_2735926_2735925,"I didn't realize that I was paying monthly for Spotify Premium as I thought I was a member of a family premium plan, but turns out I was paying for my own Premium for no reason for a year now and I just realized today. Is there anything I can do to get a refund?",billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_563479_563478,it is disappointing that you are not supporting Samsung tvs before 2015. I’m considering to cancel the subscription just because of it.,other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_124849_124847,"Hi! I would like to cancel my premium account but just found out that I got charged today. If I cancel the premium service now, will I still be able to use it for a month since it’s already paid? Please advise thank you!",other_support,escalate,normal,General customer inquiry (standard_billing): outside core functional intents.
case_102221_102220,I can’t cancel my subscription it won’t let me log in with using my username or email. Please help me.,cancellation_refund,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_466072_466071,hi just upgraded to premium family accidentally clicked upgrade twice worried I will be charged twice,billing_subscription,escalate,hard,Disputed charge or cancellation/refund request: financial risk requires human agent.
case_2859022_2859023,"No, only Spotify app.",other_support,escalate,ambiguous,Vague / under-specified query: impossible to safely automate without clarification.
case_649937_649936,I️ was charged 9.99 for Spotify when I️ have the student account. How can I️ get this worked out?,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_492394_492393,Hi can I have help ASAP !!!,other_support,escalate,ambiguous,Vague / under-specified query: impossible to safely automate without clarification.
case_141193_141191,spotify keeps crashing for me om g,app_crash_technical,auto_handle,normal,App stability / crash issue: clean reinstall and cache clearance resolve issue.
case_564524_564522,Is there a way to get @user to work behind a corp proxy with blocks WebSockets? The http=1 URL param no longer works after the web player change.,audio_playback_issue,auto_handle,normal,Audio playback bug: standard audio buffer/offline mode troubleshooting.
case_2912536_2912535,Spotify is having a mare tonight 😤,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_2920658_2920660,yea we back up this bih i almost pulled up to yall with a draco,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_700452_700451,"Hey spotify. I have a problem, I want my money back",other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_466114_466112,"when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_126890_126889,HAS SUCH GOOD CUSTOMER SERVICE WOW THAT WAS SO PERSONAL I REALLY APPRECIATED THAT #thankful,other_support,escalate,hard,General customer inquiry (general_support): outside core functional intents. (Explicitly requested human assistance).
case_567992_567990,"Hey @user, I got this message. Uninstalled, re-downloaded and re-installed and it happened it again. https://t.co/RBRdDUf2qf",audio_playback_issue,auto_handle,normal,Audio playback bug: standard audio buffer/offline mode troubleshooting.
case_2809051_2809049,"Hi, I have trouble resetting my password. This message always occurs after I click send. Thanks! https://t.co/WsgB1bn37y",other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_44336_659582,For only 9php or 129php?,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_113844_113843,"Black Friday for ""Family"", why not? Brazil needs this! :D",other_support,escalate,ambiguous,Vague / under-specified query: impossible to safely automate without clarification.
case_2826945_2826943,Get ramz barking on @user,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_639928_639926,you should let users put their playlists into different folders... that’d be innovative,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_515447_515446,Those need to be distinct. How can I just turn off the Spotify algorithm? Spotify doesn’t have the songs so I have to use local files,library_playlist_content,auto_handle,normal,Content/playlist inquiry: standard recovery tool link or licensing explanation.
case_116577_116576,Still waiting for the day when @user announce they've launched in Namibia...😣,other_support,escalate,normal,General customer inquiry (general_support): outside core functional intents.
case_479856_479855,"Hey @user family account , added member - gets mail, activated. Shows as added in dashboard but when they sign in it's still a free account. Reinstalled and tried mob/Mac. No luck. Can you help?",app_crash_technical,auto_handle,normal,App stability / crash issue: clean reinstall and cache clearance resolve issue.
case_633994_633993,I was overcharged again,other_support,escalate,ambiguous,Vague / under-specified query: impossible to safely automate without clarification.
